"","X.5","X.4","X.3","X.2","X.1","X","srvy","common_name","file_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","effort","term","estimate","std.error","conf.low","conf.high","X.14","X.13","X.12","X.11","X.10","X.9","X.8","X.7","X.6","X.21","X.20","X.19","X.18","X.17","X.16","X.15"
"80",8,8,8,8,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1","sigma_O",0.281522560774718,0.948180853212712,0.000382496528507578,207.204370022367,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA
"81",9,9,9,9,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1","sigma_E",0.287695634915189,0.967297180330002,0.00039536933284097,209.345468841778,9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA
"82",10,10,10,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2","range",2.83369910739537,NA,NA,NA,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA
"83",11,11,11,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2","sigma_O",0.280721965268866,3.04919387786256,1.59422575471797e-10,494314067.823823,11,11,11,11,11,11,11,11,11,NA,NA,NA,NA,NA,NA,NA
"84",12,12,12,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2","sigma_E",0.278102982934187,NA,NA,NA,12,12,12,12,12,12,12,12,12,NA,NA,NA,NA,NA,NA,NA
"85",13,13,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3","range",2.82111079590678,NA,NA,NA,13,13,13,13,13,13,13,13,13,NA,NA,NA,NA,NA,NA,NA
"86",14,14,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3","sigma_O",0.28101903204524,NA,NA,NA,14,14,14,14,14,14,14,14,14,NA,NA,NA,NA,NA,NA,NA
"87",15,15,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3","sigma_E",0.280217157105541,NA,NA,NA,15,15,15,15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA
"88",16,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1","range",2.82470535670254,8.436392440579,0.0081046866212273,984.487214013434,16,16,16,16,16,16,16,16,16,NA,NA,NA,NA,NA,NA,NA
"89",17,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1","sigma_O",0.278706584297703,0.821951393023424,0.000860625833884621,90.2568306371642,17,17,17,17,17,17,17,17,17,NA,NA,NA,NA,NA,NA,NA
"90",18,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1","sigma_E",0.281425402978616,0.843697634236423,0.000789784540920531,100.280840328129,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2","range",2.93348907223958,626.889794343226,3.6702197956032e-182,2.3446438132283e+182,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2","sigma_O",0.29284849448321,62.5436878478726,4.73617809604599e-183,1.8107478009046e+181,20,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2","sigma_E",0.288921198102351,61.7022651258616,4.75805376411023e-183,1.7544034357609e+181,21,21,21,21,21,21,21,21,21,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3","range",2.40830854582623,1095.3126106453,0,Inf,22,22,22,22,22,22,22,22,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3","sigma_O",0.219393801986723,99.4923556818084,0,Inf,23,23,23,23,23,23,23,23,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3","sigma_E",0.24822441622689,114.342038839711,0,Inf,24,24,24,24,24,24,24,24,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1","range",3.01836401338026,NA,NA,NA,25,25,25,25,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1","sigma_O",0.3025487094864,NA,NA,NA,26,26,26,26,26,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1","sigma_E",0.30064322140676,NA,NA,NA,27,27,27,27,27,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2","range",2.85817015007266,2088.05536779171,0,Inf,28,28,28,28,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2","sigma_O",0.24663818334869,182.314864173411,0,Inf,29,29,29,29,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2","sigma_E",0.284987863845059,203.483382869213,0,Inf,30,30,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3","range",2.29438944432425,2967.43929084515,0,Inf,31,31,31,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3","sigma_O",0.188231326893768,374.450420790123,0,Inf,32,32,32,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3","sigma_E",0.243924703251072,338.781995104044,0,Inf,33,33,33,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1","range",1.92846103644029,608.866870428575,3.45187050226562e-269,1.07737586523803e+269,34,34,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1","sigma_O",0.330096911645393,NA,NA,NA,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1","sigma_E",0.203414608594855,99.9436689947436,0,Inf,36,36,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2","range",2.85980649077062,NA,NA,NA,37,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2","sigma_O",0.293430210991902,NA,NA,NA,38,38,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2","sigma_E",0.284482868817921,NA,NA,NA,39,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3","range",1.85271303353742,2189.50908358381,0,Inf,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3","sigma_O",0.180338318409879,144.54141166692,0,Inf,41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3","sigma_E",0.192189601899704,226.239776140905,0,Inf,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","range",2.63741715235907,1614.8153640763,0,Inf,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","sigma_O",0.0383406149177817,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","sigma_E",0.347878747750116,138.201935795924,0,Inf,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",1,1,1,1,1,1,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3","range",2.82736266355663,1503.35826150453,0,Inf,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
"119",2,2,2,2,2,2,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3","sigma_O",0.281942471977096,149.596521398462,0,Inf,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
"120",3,3,3,3,3,3,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3","sigma_E",0.281940950632975,150.389029226176,0,Inf,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA
"121",4,4,4,4,4,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","range",2.82172875020483,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA
"122",5,5,5,5,5,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","sigma_O",0.281128570375719,NA,NA,NA,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA
"123",6,6,6,6,6,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","sigma_E",0.282012513469952,NA,NA,NA,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA
"124",7,7,7,7,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1","range",2.82238190732005,20.3738399141915,2.02336320460027e-06,3936930.16293693,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA
"125",8,8,8,8,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1","sigma_O",0.280310120791865,2.02199849779888,2.03026534764542e-07,387012.288366519,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA
"126",9,9,9,9,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1","sigma_E",0.279204568969481,2.01591394967478,1.99560104018138e-07,390635.150833296,9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA
"127",10,10,10,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2","range",2.82831534267284,NA,NA,NA,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA
"128",11,11,11,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2","sigma_O",0.282078525163874,298.160481590206,0,Inf,11,11,11,11,11,11,11,11,11,NA,NA,NA,NA,NA,NA,NA
"129",12,12,12,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2","sigma_E",0.282078525827358,NA,NA,NA,12,12,12,12,12,12,12,12,12,NA,NA,NA,NA,NA,NA,NA
"130",13,13,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3","range",2.83042380300774,17.3395577631348,1.72693531506881e-05,463902.662405949,13,13,13,13,13,13,13,13,13,NA,NA,NA,NA,NA,NA,NA
"131",14,14,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3","sigma_O",0.281209814080231,0.848054785591689,0.000762132800178065,103.760078973851,14,14,14,14,14,14,14,14,14,NA,NA,NA,NA,NA,NA,NA
"132",15,15,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3","sigma_E",0.276667710092055,1.52852963231333,5.48596336956656e-06,13952.8860568439,15,15,15,15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA
"133",16,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1","range",2.74775418147184,NA,NA,NA,16,16,16,16,16,16,16,16,16,NA,NA,NA,NA,NA,NA,NA
"134",17,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1","sigma_O",0.259997161881966,NA,NA,NA,17,17,17,17,17,17,17,17,17,NA,NA,NA,NA,NA,NA,NA
"135",18,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1","sigma_E",0.254669473514821,NA,NA,NA,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA,NA,NA
"136",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2","range",2.81334205305578,NA,NA,NA,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA,NA,NA
"137",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2","sigma_O",0.278575337584345,NA,NA,NA,20,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA,NA,NA
"138",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2","sigma_E",0.274825330270123,NA,NA,NA,21,21,21,21,21,21,21,21,21,NA,NA,NA,NA,NA,NA,NA
"139",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3","range",2.82434207166257,35.0125656836394,7.9216156366311e-11,100697995253.348,22,22,22,22,22,22,22,22,NA,NA,NA,NA,NA,NA,NA,NA
"140",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3","sigma_O",0.281521148361785,3.48944980777113,7.92286926203947e-12,10003214031.8995,23,23,23,23,23,23,23,23,NA,NA,NA,NA,NA,NA,NA,NA
"141",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3","sigma_E",0.27531697697491,3.41449800546602,7.64151264708279e-12,9919428431.42976,24,24,24,24,24,24,24,24,NA,NA,NA,NA,NA,NA,NA,NA
"142",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1","range",2.7614614661032,NA,NA,NA,25,25,25,25,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1","sigma_O",0.278877788443672,NA,NA,NA,26,26,26,26,26,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1","sigma_E",0.279649972305283,NA,NA,NA,27,27,27,27,27,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2","range",2.66506263183442,1454.44177596459,0,Inf,28,28,28,28,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2","sigma_O",0.247262769848968,NA,NA,NA,29,29,29,29,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2","sigma_E",0.248902534864923,168.83729828311,0,Inf,30,30,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3","range",2.81156392707008,NA,NA,NA,31,31,31,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3","sigma_O",0.275999814943194,NA,NA,NA,32,32,32,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3","sigma_E",0.261139691165681,NA,NA,NA,33,33,33,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1","range",2.80330146489352,NA,NA,NA,34,34,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1","sigma_O",0.279595380234005,NA,NA,NA,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1","sigma_E",0.279048082533092,NA,NA,NA,36,36,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2","range",2.84312407467785,169.755097791197,4.27463554949813e-51,1.89100436994256e+51,37,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2","sigma_O",0.281383309883939,16.9196856575305,1.84597217478051e-52,4.2891527923846e+50,38,38,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2","sigma_E",0.260924549387546,15.5897980290724,3.61968278229545e-52,1.88087256723418e+50,39,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3","range",2.82736266355663,1503.35826150453,0,Inf,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3","sigma_O",0.281942471977096,149.596521398462,0,Inf,41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3","sigma_E",0.281940950632975,150.389029226176,0,Inf,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","range",2.82172875020483,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",NA,NA,NA,NA,NA,NA,"NBS","Pacific cod","pacific_cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","sigma_O",0.281128570375719,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
